"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total water withdrawal (10^9 m3/year)","Montenegro","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.1609,"K",,,,"",
"Total water withdrawal (10^9 m3/year)","Netherlands","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,9.198,"E",,1985,9.349,"E",,1991,7.983,"E",,1996,6.507,"E",,2002,8.914,"E",,2007,10.95,"E",,2012,10.72,"E",,2016,16.08,"",
"Total water withdrawal (10^9 m3/year)","North Macedonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,1.555,"",,2002,0.6332,"E",,2007,0.5512,"E",,,,"",,2017,0.5235,"K",
"Total water withdrawal (10^9 m3/year)","Norway","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,2.0,"",,,,"",,,,"",,1996,2.42,"E",,2002,2.399,"E",,2007,3.026,"E",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Poland","World | Europe",,,"",,,,"",,1970,10.11,"E",,1975,13.53,"E",,1980,15.13,"E",,1985,16.41,"E",,1992,13.39,"E",,1997,12.8,"E",,2002,11.73,"E",,2007,12.03,"E",,2012,11.48,"E",,2017,10.08,"",
"Total water withdrawal (10^9 m3/year)","Portugal","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,8.6,"E",,,,"",,1998,11.14,"E",,2007,9.151,"E",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Republic of Moldova","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.963,"",,,,"",,,,"",,2007,1.065,"I",,,,"",,2017,0.84,"",
"Total water withdrawal (10^9 m3/year)","Romania","World | Europe",,,"",,,,"",,1970,9.59,"",,1975,14.4,"",,1980,18.8,"",,1985,20.5,"",,1990,20.41,"",,1997,12.46,"",,2002,9.222,"K",,2007,6.884,"E",,2012,6.482,"E",,2017,6.773,"",
"Total water withdrawal (10^9 m3/year)","Russian Federation","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,77.1,"",,2001,66.2,"",,,,"",,,,"",,2017,64.41,"",
"Total water withdrawal (10^9 m3/year)","San Marino","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Serbia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,3.958,"E",,2012,4.403,"K",,2017,5.377,"I",
"Total water withdrawal (10^9 m3/year)","Slovakia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1.31,"E",,2002,1.094,"E",,2007,0.688,"E",,2012,0.6653,"E",,2017,0.5563,"",
"Total water withdrawal (10^9 m3/year)","Slovenia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.8992,"E",,2007,0.9349,"E",,2012,0.9281,"E",,2017,0.9314,"",
"Total water withdrawal (10^9 m3/year)","Spain","World | Europe",,,"",,,,"",,,,"",,1975,36.08,"E",,1980,39.92,"E",,1986,45.85,"",,1991,36.9,"E",,1997,34.6,"E",,2002,35.94,"E",,2007,35.57,"E",,2012,36.64,"E",,2016,31.22,"",
"Total water withdrawal (10^9 m3/year)","Sweden","World | Europe",,,"",,,,"",,1970,4.073,"E",,1975,4.135,"E",,1980,4.106,"E",,1985,2.97,"E",,1992,2.973,"E",,1997,2.711,"E",,2002,2.676,"E",,2007,2.63,"E",,2010,2.689,"E",,2015,2.375,"",
"Total water withdrawal (10^9 m3/year)","Switzerland","World | Europe",,,"",,,,"",,,,"",,1975,2.598,"E",,1980,2.589,"E",,1985,2.646,"E",,1992,2.695,"E",,1997,2.559,"E",,2002,2.518,"E",,,,"",,2012,2.005,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Ukraine","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,26.0,"",,,,"",,2000,18.28,"",,2005,15.08,"",,2010,14.85,"",,2017,9.18,"",
"Total water withdrawal (10^9 m3/year)","United Kingdom","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,13.51,"E",,1985,11.53,"E",,1990,12.05,"E",,1995,12.12,"E",,2002,15.81,"K",,2007,8.513,"E",,2012,8.214,"E",,2016,8.42,"",
"Total water withdrawal (10^9 m3/year)","Australia","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,22.19,"E",,2001,21.7,"",,2005,18.76,"",,2012,16.02,"",,2017,16.55,"",
"Total water withdrawal (10^9 m3/year)","Cook Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Fiji","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.03,"",,,,"",,,,"",,2000,0.0817,"I",,2005,0.0849,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Kiribati","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Marshall Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Micronesia (Federated States of)","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Nauru","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","New Zealand","World | Oceania",,,"",,,,"",,,,"",,,,"",,1980,1.2,"",,1985,1.9,"",,,,"",,,,"",,1999,3.14,"E",,2006,4.908,"E",,2010,5.201,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Niue","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Palau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Samoa","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Solomon Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Tokelau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Tonga","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Tuvalu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Vanuatu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",


Metadata:
"[1] [Overall accuracy] | Refered to as ""Water demand"" not abstraction"
"[2] [Components] | Irrigation water withdrawal only"
"[3] [Components] | Irrigation water withdrawal only"
"[4] [Components] | Irrigation water withdrawal only"
"[5] [Reference period] | Data actually from 1997"
"[6] [Components] | Irrigation water withdrawal only"
"[7] [Components] | Irrigation water withdrawal only"
"[8] [Reference period] | Data actually from 1989"
"[9] [Components] | Irrigation water withdrawal only"
"[10] [Components] | Irrigation water withdrawal only"
"[11] [Components] | Irrigation water withdrawal only"
"[12] [Components] | Surface water accounts for 3.672 km3 and groundwater accounts for 0.319 km3 of the total agricultural withdrawal"
"[13] [Components] | Surface water accounts for 3.7936 km3 and groundwater accounts for 0.31089 km3 of the total agricultural withdrawal"
"[14] [Overall accuracy] | Estimated data by the water balance model used in the 2012 Agricultural water use exercise. Canada Statistics declare 0.838 (2010), but the resulting water requirement ratio was incoherent (304%). This is certainly due to the model using the long-term average precipitations and assuming that crop optimal growth. So estimated value is a maximum value especially if precipitations are higher than the average (supplemental irrigation only)."
"[15] [Components] | Irrigation water withdrawal only"
"[16] [Components] | This figure includes 188.49 km3 of withdrawal for irrigation, and 6.2 km3 for livestock. Withdrawal for aquaculture is unknown"
"[17] [Components] | it includes 189.14 km3 of withdrawal for irrigation, 2.43 km3 for livestock and 5.11 km3 for aquaculture"
"[18] [Components] | Fresh surface water and groundwater withdrawal for agriculture account for 115.1 km3 and 81.4 km3 respectively"
"[19] [Components] | This figure includes 176.77 km3 of withdrawal for irrigation, 2.95 km3 for livestock and 12.13 km3 for aquaculture"
"[20] [Components] | Fresh surface water and groundwater withdrawal for agriculture account for 110.9 km3 and 80.95 km3 respectively"
"[21] [Components] | this figure includes 159.29 km3 of withdrawal for irrigation, 2.75 km3 for livestock and 13.02 km3 for aquaculture"
"[22] [Components] | Fresh surface water and groundwater withdrawal for agriculture account for 102.58 km3 and 72.48 km3 respectively"
"[23] [Components] | Irrigation water withdrawal only"
"[24] [Components] | Irrigation water withdrawal only"
"[25] [Components] | Irrigation water withdrawal only"
"[26] [Components] | Irrigation water withdrawal only"
"[27] [Reference period] | Data actually from 2000"
"[28] [Components] | Irrigation water withdrawal only"
"[29] [Components] | Irrigation water withdrawal only"
"[30] [Components] | Irrigation water withdrawal only"
"[31] [Overall accuracy] | AQUASTAT estimation based on Eurostat data of water withdrawal by source (Med_en42) using Eurostat proportion by sector of water supplied (Med-en44): 59% for agriculture, 36% for municipalities and 5% for industries."
"[32] [Components] | Irrigation water withdrawal only"
"[33] [Components] | 0.029 irrigation & forestry + 0.045 livestock + 0.006 wildlife"
"[34] [Components] | Irrigation water withdrawal only"
"[35] [Components] | Irrigation water withdrawal only"
"[36] [Components] | Irrigation water withdrawal only"
"[37] [Components] | Irrigation water withdrawal only"
"[38] [Reference period] | Data actually from 1987"
"[39] [Components] | Irrigation water withdrawal only"
"[40] [Reference period] | Data actually from 1987"
"[41] [Components] | Irrigation water withdrawal only"
"[42] [Components] | Irrigation water withdrawal only"
"[43] [Reference period] | Data actually from 2002"
"[44] [Components] | Irrigation water withdrawal only"
"[45] [Reference period] | Data actually from 2008"
"[46] [Components] | Irrigation water withdrawal only"
"[47] [Components] | Irrigation water withdrawal only"
"[48] [Components] | Irrigation water withdrawal only"
"[49] [Reference period] | Data actually from 2000"
"[50] [Components] | Irrigation water withdrawal only"
"[51] [Components] | 0.0025 irrigation + 0.0005 élevage"
"[52] [Components] | Irrigation 993 + livestock 13"
"[53] [Components] | Including 0.687 for livestock"
"[54] [Components] | Irrigation water withdrawal only"
"[55] [Components] | Irrigation water withdrawal only"
"[56] [Reference period] | Data actually from 2000"
"[57] [Components] | Irrigation water withdrawal only"
"[58] [Components] | Irrigation water withdrawal only"
"[59] [Overall accuracy] | The previous estimation of 2.165  from 2011 irrigation water use study was reconsidered based on new data available"
"[60] [Components] | Including 0.008 km3 for wildlife"
"[61] [Components] | Irrigation water withdrawal only"
"[62] [Components] | Irrigation water withdrawal only"
"[63] [Components] | Irrigation water withdrawal only"
"[64] [Reference period] | Data actually from 2002"
"[65] [Components] | Irrigation water withdrawal only"
"[66] [Components] | Irrigation water withdrawal only"
"[67] [Comparability (geographical)] | Includes only Island of Mauritius"
"[68] [Components] | Irrigation water withdrawal only"
"[69] [Components] | Irrigation water withdrawal only"
"[70] [Components] | Irrigation water withdrawal only"
"[71] [Components] | Irrigation water withdrawal only"
"[72] [Reference period] | Data actually from 1992"
"[73] [Components] | Irrigation water withdrawal only"
"[74] [Reference period] | Data actually from 1992"
"[75] [Overall accuracy] | Water withdrawal were known only by sources: estimation by sector were calculated using a 2010 distribution of 80% by agriculture, 14% by municipalities, 5% by iindustries and 1% by tourism from FAO, BPEH (2014, see profile for full reference)"
"[76] [Reference Area] | Mainlandequals4.624;  Zanzibarequals0.042"
"[77] [Components] | Irrigation water withdrawal only"
"[78] [Components] | Including irrigation and stock watering"
"[79] [Observations] | Volume of water allocated to agriculture, not actual withdrawal"
"[80] [Components] | Surface water 6.62 km3/yr + groundwater 24.88 km3/yr"
"[81] [Components] | Irrigation water withdrawal only"
"[82] [Components] | Irrigation 0,867 + Agriculture water supply 0,188"
"[83] [Components] | Surface water accounts for 52.748 km3 and groundwater accounts for 3.302 km3 of the total agricultural withdrawal"
"[84] [Components] | Surface water accounts for 51.2 km3 and groundwater accounts for 3.3 km3 of the total agricultural withdrawal"
"[85] [Components] | Surface water accounts for 51.564 km3 and groundwater accounts for 2.866 km3 of the total agricultural withdrawal"
"[86] [Overall accuracy] | Official figure for water use"
"[87] [Overall accuracy] | Official figure for water use"
"[88] [Overall accuracy] | Official figure for water use"
"[89] [Overall accuracy] | Official figure for water use"
"[90] [Components] | Irrigation water withdrawal only"
"[91] [Components] | Irrigation water withdrawal only"
"[92] [Reference period] | Data actually from 2006"
"[93] [Components] | Irrigation water withdrawal only"
"[94] [Components] | Irrigation water withdrawal only"
"[95] [Components] | Surface water accounts for 14.5 km3 and groundwater accounts for 1.6 km3 of the total agricultural withdrawal"
"[96] [Overall accuracy] | Indicated as water consumption by the General Authority for Statistics"
"[97] [Overall accuracy] | Indicated as water consumption by the General Authority for Statistics"
"[98] [Components] | 72% of 0.93 total water withdrawal"
"[99] [Components] | Irrigation water withdrawal only"
"[100] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[101] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[102] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[103] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[104] [Components] | Irrigation and agricultural water supply: 0.286; aquaculture: 0.282"
"[105] [Components] | Irrigation and agricultural water supply: 0.160; aquaculture: 0.282"
"[106] [Components] | Irrigation and agricultural water supply: 0.127; aquaculture: 0.282"
"[107] [Components] | Irrigation and agricultural water supply: 0.114; aquaculture: 0.357"
"[108] [Components] | Surface water and groundwater account for 0.003 km3 and 0.035 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[109] [Components] | Surface water and groundwater account for 0.003 km3 and 0.034 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[110] [Components] | Surface water and groundwater account for 0.733 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[111] [Components] | Surface water and groundwater account for 0.866 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[112] [Components] | Surface water and groundwater account for 0.0029 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[113] [Components] | Surface water and groundwater account for 0.0481 km3 and 0.1125 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[114] [Components] | Surface water and groundwater account for 0.028 km3 and 0.1150 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[115] [Components] | Surface water and groundwater account for 0.0420 km3 and 0.1290 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[116] [Components] | Surface water and groundwater account for 0.051 km3 and 0.012 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[117] [Components] | Surface water and groundwater account for 0.097 km3 and 0.014 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[118] [Components] | Surface water and groundwater account for 0.014 km3 and 0.006 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[119] [Components] | Surface water and groundwater account for 0.0311 km3 and 0.0121 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[120] [Components] | Surface water and groundwater account for 0.0031 km3 and 0.1621 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[121] [Components] | Surface water and groundwater account for 0.0017 km3 and 0.1158 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[122] [Components] | Surface water and groundwater account for 0.0262 km3 and 0.0038 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[123] [Components] | Surface water and groundwater account for 0.0031 km3 and 0.0045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[124] [Components] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[125] [Components] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[126] [Components] | Surface water and groundwater account for 3.284 km3 and 1.007 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[127] [Components] | Surface water and groundwater account for 3.135 km3 and 0.798 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[128] [Reference Area] | Only Metropolitan France"
"[129] [Components] | Surface water and groundwater account for 0.054 km3 and 0.157 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[130] [Components] | Surface water and groundwater account for 1.7 km3 and 0.725 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[131] [Components] | Surface water and groundwater account for 3.1 km3 and 1.5 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[132] [Components] | Surface water and groundwater account for 4.9 km3 and 3.0 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[133] [Components] | Surface water accounts for 4.5 km3 and groundwater accounts for 3.1 km3 of the total agricultural withdrawal"
"[134] [Components] | Surface water and groundwater account for 5.473 km3 and 2.947 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[135] [Components] | Surface water and groundwater account for 5.075 km3 and 3.383 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[136] [Components] | Surface water represents 100% of the total agricultural water withdrawal"
"[137] [Components] | Surface water represents 100% of the total agricultural water withdrawal"
"[138] [Components] | Surface water and groundwater account for 0.904 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[139] [Components] | Surface water and groundwater account for 0.447 km3 and 0.008 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[140] [Components] | Surface water and groundwater account for 0.611 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[141] [Components] | Surface water and groundwater account for 0.265 km3 and 0.04 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[142] [Components] | Surface water accounts for 0.264 km3 and groundwater accounts for 0.058 km3 of the total agricultural withdrawal"
"[143] [Components] | Surface water and groundwater account for 0.001 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[144] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[145] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[146] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[147] [Components] | Surface water and groundwater account for 0.134 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[148] [Components] | Irrigation water withdrawal only"
"[149] [Components] | Surface water and groundwater account for 0.050 km3 and 0.004 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[150] [Components] | Surface water and groundwater account for 0.048 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[151] [Components] | Surface water and groundwater account for 0.0384 km3 and 0.0024 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[152] [Components] | Surface water and groundwater account for 0.048 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[153] [Components] | Surface water and groundwater account for 0.077 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[154] [Components] | Surface water and groundwater account for 0.075 km3 and 0.004 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[155] [Components] | Groundwater represents 100 % of total water withdrawal for agriculture"
"[156] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[157] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[158] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[159] [Components] | Surface water and groundwater account for 0.075 km3 and 0.155 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[160] [Components] | Surface water and groundwater account for 0.0193 km3 and 0.0333 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[161] [Components] | Surface water and groundwater account for 0.0179 km3 and 0.0540 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[162] [Components] | Surface water and groundwater account for 0.0064 km3 and 0.0538 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[163] [Components] | Surface water and groundwater account for 0.278 km3 and 0.004 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[164] [Components] | Surface water and groundwater account for 0.1253 km3 and 0.0002 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[165] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[166] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[167] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[168] [Components] | Surface water represents 100% of the agricultural water withdrawal"
"[169] [Components] | Surface water represents 100% of the agricultural water withdrawal"
