species,source,year,produced mass (tonnes)
Freshwater drum,captured,1993,495.0
Bronze featherback,cultured,2011,495.0
Australian pilchard,captured,2010,495.0
Cubera snapper,captured,2016,495.0
Chilean silverside,captured,1997,494.0
King dory,captured,2004,494.0
Malabar trevally,captured,2006,494.0
Common spiny lobster,captured,1994,494.0
Mozambique lobster,captured,1987,494.0
Parore,captured,2007,494.0
Sturgeons nei,captured,2008,494.0
Peruvian calico scallop,cultured,1986,494.0
Horseshoe crab,captured,1991,494.0
Peruvian morwong,captured,2004,494.0
Yellowbar angelfish,captured,2015,494.0
Mi-iuy (brown) croaker,cultured,2000,494.0
Southeast Atlantic soles nei,captured,2004,493.0
Cuckoo ray,captured,1980,493.0
River eels nei,cultured,2003,493.0
Ornate spiny lobster,captured,2014,493.0
"Razor clams, knife clams nei",captured,2014,493.0
"Catsharks, etc. nei",captured,2012,493.0
Catfishes nei,cultured,1997,492.0
Velvet leatherjacket,captured,1974,492.0
Scalloped hammerhead,captured,2004,492.0
Yellowedge grouper,captured,1999,492.0
Cape gurnard,captured,2011,492.0
Striped piggy,captured,2009,492.0
Bronze featherback,cultured,2013,492.0
Common prawn,captured,2014,492.0
Plain bonito,captured,1979,492.0
Deep-water Cape hake,captured,2018,492.0
River Plata mussel,captured,1984,492.0
Southeast Atlantic soles nei,captured,2002,492.0
Chilean semele,captured,2017,492.0
Yellowtail amberjack,captured,1965,492.0
Bluespine unicornfish,captured,1979,491.0
Areolate grouper,captured,2010,491.0
Kuruma prawn,cultured,1972,491.0
Pipi wedge clam,captured,2013,491.0
Snake eels nei,captured,1992,491.0
Atlantic rock crab,captured,1981,491.0
Starry ray,captured,2017,491.0
Geelbek croaker,captured,2003,491.0
Gag,captured,2014,491.0
Ratfishes nei,captured,1999,491.0
Knifefishes,captured,2015,491.0
Hound needlefish,captured,1994,491.0
Sculpins nei,captured,1997,491.0
Solen razor clams nei,captured,1977,491.0
Nassau grouper,captured,1985,491.0
Blackfin icefish,captured,1987,491.0
Mangrove ghost crab,captured,2012,491.0
Atlantic emperor,captured,2011,491.0
Freshwater breams nei,captured,1985,491.0
"Filefishes, leatherjackets nei",cultured,2017,491.0
Plain bonito,captured,2017,490.32
Perlemoen abalone,captured,2000,490.0
Cassava croaker,captured,1978,490.0
Angolan dentex,captured,1997,490.0
River eels nei,captured,1967,490.0
River eels nei,captured,1966,490.0
Cero,captured,1994,490.0
White-blotched grouper,captured,2017,490.0
Chars nei,captured,1989,490.0
Knifefishes,captured,2014,490.0
Atlantic white marlin,captured,2014,490.0
Sheepshead,captured,1975,490.0
Red sea mantis shrimp,captured,2017,490.0
Forkbeards nei,captured,1983,490.0
Sandfish,cultured,2018,489.42999999999995
White croaker,captured,1986,489.0
Rubyfish,captured,2005,489.0
"Cusk-eels, brotulas nei",captured,1998,489.0
St.Paul rock lobster,captured,1977,489.0
Coonstripe shrimp,captured,2011,489.0
Northern pike,cultured,1985,489.0
Thresher,captured,1998,489.0
Roughhead grenadier,captured,2015,489.0
Sand sole,captured,2014,489.0
Japanese eel,captured,2004,489.0
"Craylets, squat lobsters nei",captured,2011,489.0
Opah,captured,2001,489.0
Atlantic silverside,captured,2009,489.0
Slipper lobsters nei,captured,1982,489.0
Golden trevally,captured,1999,489.0
Mozambique lobster,captured,1990,489.0
"Razor clams, knife clams nei",captured,2017,488.0
Wedge sole,captured,1998,488.0
Japanese topeshark,captured,2011,488.0
White-blotched grouper,captured,2016,488.0
Knobbed whelk,captured,2006,488.0
Knifefishes,captured,2012,488.0
"Filefishes, leatherjackets nei",captured,1984,488.0
Characins nei,cultured,2000,488.0
Thickback soles nei,captured,2002,488.0
River eels nei,captured,1962,488.0
Blue crab,cultured,2000,488.0
Blue shark,captured,1962,488.0
Beardless barb,captured,2010,488.0
Oriental cyclina,cultured,1986,488.0
Pirapatinga,captured,2001,487.0
Dusky smooth-hound,captured,2000,487.0
Angulate volute,captured,1985,487.0
Dogfishes and hounds nei,captured,1982,487.0
Euro-American crayfishes nei,captured,1950,487.0
Chirostoma spp,captured,1999,487.0
Deep-sea red crab,captured,2011,487.0
White grouper,captured,1991,486.0
Wreckfish,captured,2016,486.0
Trumpeters nei,captured,1991,486.0
Fat sleeper,captured,2016,486.0
Raphael catfish,captured,2002,486.0
Velvet leatherjacket,captured,1980,486.0
Crystal shrimp,captured,2018,486.0
White-blotched grouper,captured,2009,486.0
Common prawn,captured,1987,485.0
Brushtooth lizardfish,captured,1984,485.0
Chilean semele,captured,2018,485.0
Aimara,captured,2017,485.0
Smallscaled grouper,captured,2012,485.0
Mud sole,captured,2005,485.0
Blue runner,captured,1952,485.0
Blackchin tilapia,captured,2016,485.0
Greater weever,captured,1978,485.0
Barnacle,captured,2017,485.0
Dogfishes and hounds nei,captured,1974,485.0
White seabream,captured,1985,485.0
White grouper,captured,2002,485.0
Alexandria pompano,captured,2011,485.0
Alestes baremoze,captured,2011,485.0
Ballyhoo halfbeak,captured,1976,484.0
Sompat grunt,captured,1982,484.0
Cape elephantfish,captured,1997,484.0
Marine worms,captured,2007,484.0
Thresher,captured,2003,484.0
Common silver-biddy,captured,2001,484.0
Blacklip abalone,captured,2013,484.0
Atlantic saury,captured,1996,484.0
Euro-American crayfishes nei,captured,1951,484.0
Rubyfish,captured,2006,483.0
"Catsharks, etc. nei",captured,2016,483.0
Mediterranean shore crab,captured,1980,483.0
Smooth hammerhead,captured,2013,483.0
"Razor clams, knife clams nei",captured,2013,483.0
Chars nei,captured,1990,483.0
Giant gourami,captured,1963,483.0
Trouts nei,cultured,1962,483.0
Sompat grunt,captured,1991,483.0
Bluenose warehou,captured,1982,483.0
Dungat grouper,captured,2015,483.0
Yellowedge grouper,captured,2004,483.0
Ocean pout,captured,1974,483.0
Croakers nei,captured,2014,483.0
Argentine menhaden,captured,1994,483.0
Eulachon,captured,1964,483.0
Royal threadfin,captured,1982,483.0
Snakeskin gourami,cultured,1951,483.0
Bearded brotula,captured,1978,483.0
Ruff,captured,2006,483.0
Oceanic whitetip shark,captured,1994,482.0
Gag,captured,2010,482.0
Chars nei,cultured,2005,482.0
Ladyfish,captured,1964,482.0
Solen razor clams nei,captured,1975,482.0
Thresher,captured,2007,482.0
Chilean knife shrimp,captured,2002,482.0
Anadara clams nei,captured,1993,482.0
White perch,captured,1976,482.0
Northern puffer,captured,1952,482.0
Turbots nei,captured,2002,482.0
Red scorpionfish,captured,2018,482.0
Palinurid spiny lobsters nei,captured,1995,482.0
Shortbill spearfish,captured,2018,482.0
Cape elephantfish,captured,1998,482.0
Snubnose emperor,captured,2007,482.0
Geelbek croaker,captured,1994,482.0
Scalloped spiny lobster,captured,1997,482.0
Ladyfish,captured,1951,481.0
Navaga(=Wachna cod),captured,2017,481.0
Parona leatherjacket,captured,2016,481.0
Indo-Pacific tarpon,captured,1979,481.0
Greenback horse mackerel,captured,2009,481.0
Thickback soles nei,captured,2001,481.0
Perlemoen abalone,captured,1999,481.0
Pontic shad,captured,1990,481.0
Sand sole,captured,2017,481.0
Plain bonito,captured,1997,481.0
Cero,captured,1997,481.0
"Snake mackerels, escolars nei",captured,2014,481.0
Parore,captured,2013,481.0
Nursehound,captured,1979,481.0
Longfin yellowtail,captured,2018,481.0
"Needlefishes, etc. nei",captured,1999,481.0
Atlantic saury,captured,2000,481.0
Eeltail catfishes,captured,1977,481.0
Chilean flat oyster,captured,1986,481.0
Peruvian morwong,captured,1986,480.0
Parona leatherjacket,captured,2017,480.0
Southeast Atlantic soles nei,captured,1996,480.0
Chars nei,captured,1994,480.0
Yellowfin seabream,captured,2007,480.0
Slipper lobsters nei,captured,1986,480.0
Striped snakehead,cultured,1950,480.0
White weakfish,captured,1976,480.0
Channel catfish,cultured,1959,480.0
Giant catfish,captured,2001,480.0
Coho(=Silver) salmon,cultured,1977,480.0
Atlantic anchoveta,captured,2005,480.0
Navaga(=Wachna cod),captured,1999,480.0
Dogfishes and hounds nei,captured,1975,480.0
European perch,cultured,2013,479.23
Houting,captured,1990,479.0
Common two-banded seabream,captured,2001,479.0
Cockles nei,captured,2013,479.0
Scarlet shrimp,captured,1997,479.0
White bream,captured,1996,479.0
Spadefishes nei,captured,2001,479.0
Pacific razor clam,captured,1963,479.0
Upsidedown catfishes,cultured,1999,479.0
Seabasses nei,captured,1977,479.0
Chars nei,captured,1988,479.0
Cuckoo ray,captured,1979,479.0
Atlantic white marlin,captured,2011,479.0
Silver seabream,cultured,1970,479.0
Freshwater breams nei,captured,1979,479.0
Canary rockfish,captured,2018,479.0
Mackerel icefish,captured,2015,479.0
Rabbit fish,captured,2014,479.0
Globose clam,cultured,1995,478.0
Chars nei,captured,1980,478.0
Southwest Atlantic red crab,captured,2017,478.0
Constricted tagelus,cultured,1955,478.0
Spottail shark,captured,2018,478.0
Turbots nei,captured,1999,478.0
Slimeheads nei,captured,2001,478.0
Hagfishes nei,captured,1993,478.0
Mojarras(=Silver-biddies) nei,captured,1960,478.0
Common two-banded seabream,captured,2012,478.0
Red hake,captured,2018,478.0
Grayling,captured,1996,478.0
Philippine catfish,cultured,1998,478.0
Striped bass,captured,1990,478.0
"Groupers, seabasses nei",cultured,2018,477.1
Choro mussel,cultured,1999,477.0
Chilean silverside,captured,1980,477.0
Yellowfin seabream,captured,2006,477.0
Sea cucumbers nei,cultured,2010,477.0
Yellowtail amberjack,captured,1958,477.0
Butter clam,cultured,1991,477.0
So-iuy mullet,cultured,2009,476.8
Veined squid,captured,2013,476.0
Mirror dory,captured,2016,476.0
Forkbeards nei,captured,1981,476.0
"Porgies, seabreams nei",cultured,1988,476.0
Blacklip abalone,captured,1976,476.0
Opah,captured,1999,476.0
Green mussel,captured,2010,476.0
Chilean mussel,captured,2008,476.0
Pacific rock crab,captured,1995,476.0
Ornate spiny lobster,captured,2011,476.0
Sea cucumbers nei,cultured,2012,475.91
Sea trout,cultured,1957,475.0
Striped bass,cultured,2015,475.0
White crappie,cultured,2005,475.0
Slipper lobsters nei,captured,1988,475.0
Scalloped spiny lobster,captured,1994,475.0
Reticulate knifefish,cultured,2002,475.0
Atlantic silverside,captured,2014,475.0
Plain bonito,captured,2009,475.0
Mirror dory,captured,2002,475.0
Palinurid spiny lobsters nei,captured,1999,475.0
King dory,captured,2008,475.0
Kitefin shark,captured,2006,475.0
Helmet ton,captured,2003,475.0
Alexandria pompano,captured,2006,474.0
Barbodes balleroides,captured,2017,474.0
Slipper lobsters nei,captured,1987,474.0
Knobbed whelk,captured,2016,474.0
Atractosteus spp,captured,2015,474.0
Shortbill spearfish,captured,2017,474.0
Chars nei,captured,1979,474.0
Chinese softshell turtle,cultured,1978,474.0
European eel,cultured,1960,474.0
"Snake mackerels, escolars nei",captured,2009,474.0
Mud sole,captured,2008,474.0
Pike-perch,cultured,1998,474.0
Speckled shrimp,captured,2000,474.0
Angulate volute,captured,2007,474.0
Areolate grouper,cultured,1997,474.0
Thresher,captured,1997,474.0
Sand sole,captured,2013,474.0
Malabar trevally,captured,2005,473.0
Plain bonito,captured,1990,473.0
Redfish,captured,2013,473.0
Starry ray,captured,2007,473.0
Redtail prawn,captured,1973,473.0
Royal red shrimp,captured,2012,473.0
Longfin yellowtail,cultured,2008,473.0
Chars nei,captured,2002,473.0
Knifefishes,captured,2016,473.0
Flagfin mojarra,captured,2013,473.0
Bluespine unicornfish,captured,2000,473.0
Yellowtail amberjack,captured,2002,473.0
Shortspine thornyhead,captured,2001,473.0
Areolate grouper,captured,2011,473.0
Mozambique lobster,captured,1986,472.0
Highwaterman catfish,captured,2016,472.0
Veined squid,captured,2006,472.0
Flagfin mojarra,captured,2007,472.0
Sculpins,captured,1976,472.0
Castaneta,captured,1987,472.0
American gizzard shad,captured,1981,472.0
Characins nei,cultured,2001,472.0
Ballan wrasse,captured,2016,472.0
White grouper,captured,2001,472.0
Mozambique lobster,captured,1989,472.0
Deep-sea red crab,captured,2008,472.0
King dory,captured,2013,472.0
Tench,cultured,1984,472.0
Atlantic silverside,captured,2013,471.0
Golden trevally,captured,1997,471.0
White grouper,captured,1999,471.0
Bighead carp,captured,1986,471.0
Wreckfish,captured,1988,471.0
Gag,captured,2012,471.0
Pontic shad,captured,2014,471.0
"Razor clams, knife clams nei",captured,2005,471.0
Atractosteus spp,captured,2011,471.0
Ornate spiny lobster,captured,2012,471.0
White grouper,captured,1982,471.0
Daggerhead breams nei,captured,1987,471.0
Chars nei,captured,1987,471.0
Giant catfish,captured,2002,470.0
Palinurid spiny lobsters nei,captured,2009,470.0
White croaker,captured,1988,470.0
Rubyfish,captured,2016,470.0
Rubberlip grunt,captured,1983,470.0
Climbing perch,cultured,2000,470.0
Barred grunt,captured,2014,470.0
Black skipjack,captured,1987,470.0
Red swamp crawfish,cultured,1968,470.0
Great Mediterranean scallop,captured,2002,470.0
Spiny lobsters nei,captured,2016,470.0
Marble goby,cultured,2005,470.0
"Angelsharks, sand devils nei",captured,2018,469.0
Chars nei,captured,2003,469.0
Squillids nei,captured,1979,469.0
Japanese fan lobster,captured,2014,469.0
Spotted seabass,captured,1978,469.0
Blackhead seabream,captured,2009,469.0
Silvery John dory,captured,2016,469.0
Grayling,captured,1997,469.0
Silver gemfish,captured,1974,469.0
Nassau grouper,captured,1999,469.0
Green jack,captured,2013,469.0
Yellowtail amberjack,captured,1956,468.0
Northern puffer,captured,1959,468.0
Pati,captured,2012,468.0
"Bonnetmouths, rubyfishes nei",captured,1992,468.0
Yellowbar angelfish,captured,2008,468.0
Yellowedge grouper,captured,2007,468.0
Gorean snapper,captured,2017,468.0
Law croaker,captured,1990,468.0
Parona leatherjacket,captured,1984,468.0
Tautog,captured,1991,468.0
Western white shrimp,captured,1991,468.0
Euro-American crayfishes nei,captured,1952,468.0
Two-spot red snapper,captured,2012,468.0
Scaled sardines,captured,1985,468.0
Eulachon,captured,1967,468.0
Silver sillago,captured,2007,467.0
Yellowleg shrimp,captured,1983,467.0
Grey gurnard,captured,1976,467.0
Wels(=Som) catfish,cultured,1997,467.0
Big-scale sand smelt,captured,1991,467.0
Navaga(=Wachna cod),captured,2008,467.0
Malabar trevally,captured,2008,467.0
Red cusk-eel,captured,2010,467.0
Slipper lobsters nei,captured,1985,467.0
Grey rockcod,captured,1979,467.0
Natantian decapods nei,cultured,1990,467.0
Squaretail coralgrouper,captured,2013,467.0
Snakehead,cultured,1996,467.0
Coonstripe shrimp,captured,1997,467.0
Chub,captured,1998,466.0
Groupers nei,cultured,1984,466.0
Norway redfish,captured,2015,466.0
White bass,captured,1985,466.0
White warehou,captured,1991,466.0
St.Paul rock lobster,captured,1988,466.0
White grouper,captured,1997,466.0
"Catsharks, etc. nei",captured,2011,466.0
Red crab,captured,1996,466.0
Forkbeards nei,captured,1996,466.0
Ocean pout,captured,1979,466.0
Spotted weakfish,captured,2009,466.0
Northern puffer,captured,1957,466.0
Blue butterfish,captured,1995,466.0
Tench,cultured,1979,466.0
Blotched picarel,captured,2018,466.0
Dogtooth tuna,captured,1983,466.0
Pemarco blackfish,captured,2004,466.0
Nassau grouper,captured,1996,466.0
Freshwater bream,cultured,2013,465.98
Giant gourami,captured,1956,465.0
Fleshy prawn,cultured,1991,465.0
Gulf kingcroaker,captured,1979,465.0
Grey rockcod,captured,2005,465.0
Blackmouth croaker,captured,2003,465.0
Grey rockcod,captured,2006,465.0
Chaceon geryons nei,captured,1990,465.0
Tautog,captured,1990,465.0
New Zealand dredge oyster,captured,2004,465.0
Coho(=Silver) salmon,cultured,1976,465.0
Bobo mullet,captured,1984,465.0
Bluespine unicornfish,captured,1978,465.0
Rough scad,captured,1975,465.0
Pipi wedge clam,captured,1990,465.0
Arapaima,captured,1997,465.0
Ruff,captured,2005,465.0
Blackmouth croaker,captured,2014,465.0
Wreckfish,captured,1976,465.0
Sand sole,captured,2007,464.0
Nassau grouper,captured,1995,464.0
Shi drum,captured,1979,464.0
Sharpsnout seabream,cultured,2001,464.0
Guinea shrimp,captured,1985,464.0
Barred grunt,captured,2009,464.0
Trouts nei,cultured,1961,464.0
Tristan da Cunha rock lobster,captured,2006,464.0
Pullet carpet shell,captured,1985,464.0
Spiny lobsters nei,captured,1987,464.0
Snakeskin gourami,cultured,1950,464.0
Cubera snapper,captured,2017,464.0
Yellowfin seabream,captured,1999,464.0
Vadigo,captured,2012,464.0
Jaguar guapote,captured,1993,464.0
Solen razor clams nei,captured,2000,463.0
Ladyfish,captured,1968,463.0
Sawfishes,captured,2010,463.0
West coast sole,captured,1995,463.0
Suckers nei,captured,1997,463.0
European barracuda,captured,2007,463.0
Goldfish,cultured,2016,463.0
"Striped bass, hybrid",cultured,1989,463.0
Nassau grouper,captured,2003,463.0
West coast sole,captured,1999,463.0
Grenadiers nei,captured,1981,463.0
Blackspotted rubberlip,captured,2002,463.0
Japanese icefish,captured,2018,462.0
New Zealand scallop,captured,2014,462.0
Mango tilapia,captured,1997,462.0
Three-spined stickleback,captured,1997,462.0
Japanese hard clam,captured,2017,462.0
Japanese halfbeak,captured,2008,462.0
Peruvian morwong,captured,1997,462.0
Chars nei,captured,1984,462.0
Ocean pout,captured,1992,462.0
Parore,captured,2004,462.0
Mi-iuy (brown) croaker,cultured,1990,462.0
Corkwing wrasse,captured,2015,462.0
Sand flounders nei,captured,2010,462.0
Korean sandlance,captured,2001,462.0
Spiny lobsters nei,captured,1985,462.0
White seabream,captured,1982,462.0
Atlantic white marlin,captured,2010,462.0
Parrotfish,captured,2012,461.0
White trevally,cultured,1985,461.0
Tristan da Cunha rock lobster,captured,1982,461.0
Rainbow smelt,captured,2013,461.0
Barred grunt,captured,2015,461.0
Ocean pout,captured,1976,461.0
Tiger pufferfish,cultured,1984,461.0
Bullet tuna,captured,2009,461.0
Cubera snapper,captured,2014,461.0
American gizzard shad,captured,1983,461.0
Banded astyanax,captured,2003,461.0
Greasy grouper,cultured,1987,461.0
Blacklip abalone,captured,2011,461.0
Chars nei,captured,1995,461.0
Boarfish,captured,2003,460.0
Whiteleg shrimp,captured,2001,460.0
Green weakfish,captured,2002,460.0
Tench,cultured,1983,460.0
Mangrove cupped oyster,cultured,1971,460.0
Stumpnoses nei,captured,2012,460.0
