Year,Measurement type,Value (Spline fit)
1330,N2O concentration (ppb),269.7
1331,N2O concentration (ppb),269.7
1332,N2O concentration (ppb),269.7
1333,N2O concentration (ppb),269.6
1334,N2O concentration (ppb),269.6
1335,N2O concentration (ppb),269.6
1336,N2O concentration (ppb),269.6
1337,N2O concentration (ppb),269.5
1338,N2O concentration (ppb),269.5
1339,N2O concentration (ppb),269.4
1340,N2O concentration (ppb),269.4
1341,N2O concentration (ppb),269.4
1342,N2O concentration (ppb),269.3
1343,N2O concentration (ppb),269.3
1344,N2O concentration (ppb),269.2
1345,N2O concentration (ppb),269.2
1346,N2O concentration (ppb),269.1
1347,N2O concentration (ppb),269.1
1348,N2O concentration (ppb),269.0
1349,N2O concentration (ppb),269.0
1350,N2O concentration (ppb),268.9
1351,N2O concentration (ppb),268.9
1352,N2O concentration (ppb),268.8
1353,N2O concentration (ppb),268.7
1354,N2O concentration (ppb),268.7
1355,N2O concentration (ppb),268.6
1356,N2O concentration (ppb),268.6
1357,N2O concentration (ppb),268.5
1358,N2O concentration (ppb),268.4
1359,N2O concentration (ppb),268.4
1360,N2O concentration (ppb),268.3
1361,N2O concentration (ppb),268.3
1362,N2O concentration (ppb),268.2
1363,N2O concentration (ppb),268.1
1364,N2O concentration (ppb),268.1
1365,N2O concentration (ppb),268.0
1366,N2O concentration (ppb),267.9
1367,N2O concentration (ppb),267.9
1368,N2O concentration (ppb),267.8
1369,N2O concentration (ppb),267.7
1370,N2O concentration (ppb),267.7
1371,N2O concentration (ppb),267.6
1372,N2O concentration (ppb),267.5
1373,N2O concentration (ppb),267.5
1374,N2O concentration (ppb),267.4
1375,N2O concentration (ppb),267.4
1376,N2O concentration (ppb),267.3
1377,N2O concentration (ppb),267.2
1378,N2O concentration (ppb),267.2
1379,N2O concentration (ppb),267.1
1380,N2O concentration (ppb),267.1
1381,N2O concentration (ppb),267.0
1382,N2O concentration (ppb),266.9
1383,N2O concentration (ppb),266.9
1384,N2O concentration (ppb),266.8
1385,N2O concentration (ppb),266.8
1386,N2O concentration (ppb),266.7
1387,N2O concentration (ppb),266.7
1388,N2O concentration (ppb),266.6
1389,N2O concentration (ppb),266.6
1390,N2O concentration (ppb),266.6
1391,N2O concentration (ppb),266.5
1392,N2O concentration (ppb),266.5
1393,N2O concentration (ppb),266.4
1394,N2O concentration (ppb),266.4
1395,N2O concentration (ppb),266.4
1396,N2O concentration (ppb),266.3
1397,N2O concentration (ppb),266.3
1398,N2O concentration (ppb),266.3
1399,N2O concentration (ppb),266.3
1400,N2O concentration (ppb),266.2
1401,N2O concentration (ppb),266.2
1402,N2O concentration (ppb),266.2
1403,N2O concentration (ppb),266.2
1404,N2O concentration (ppb),266.2
1405,N2O concentration (ppb),266.2
1406,N2O concentration (ppb),266.2
1407,N2O concentration (ppb),266.2
1408,N2O concentration (ppb),266.2
1409,N2O concentration (ppb),266.2
1410,N2O concentration (ppb),266.2
1411,N2O concentration (ppb),266.2
1412,N2O concentration (ppb),266.2
1413,N2O concentration (ppb),266.2
1414,N2O concentration (ppb),266.3
1415,N2O concentration (ppb),266.3
1416,N2O concentration (ppb),266.3
1417,N2O concentration (ppb),266.3
1418,N2O concentration (ppb),266.4
1419,N2O concentration (ppb),266.4
1420,N2O concentration (ppb),266.4
1421,N2O concentration (ppb),266.5
1422,N2O concentration (ppb),266.5
1423,N2O concentration (ppb),266.5
1424,N2O concentration (ppb),266.6
1425,N2O concentration (ppb),266.6
1426,N2O concentration (ppb),266.7
1427,N2O concentration (ppb),266.7
1428,N2O concentration (ppb),266.7
1429,N2O concentration (ppb),266.8
1430,N2O concentration (ppb),266.8
1431,N2O concentration (ppb),266.8
1432,N2O concentration (ppb),266.9
1433,N2O concentration (ppb),266.9
1434,N2O concentration (ppb),266.9
1435,N2O concentration (ppb),267.0
1436,N2O concentration (ppb),267.0
1437,N2O concentration (ppb),267.0
1438,N2O concentration (ppb),267.0
1439,N2O concentration (ppb),267.1
1440,N2O concentration (ppb),267.1
1441,N2O concentration (ppb),267.1
1442,N2O concentration (ppb),267.1
1443,N2O concentration (ppb),267.1
1444,N2O concentration (ppb),267.1
1445,N2O concentration (ppb),267.1
1446,N2O concentration (ppb),267.1
1447,N2O concentration (ppb),267.0
1448,N2O concentration (ppb),267.0
1449,N2O concentration (ppb),267.0
1450,N2O concentration (ppb),267.0
1451,N2O concentration (ppb),266.9
1452,N2O concentration (ppb),266.9
1453,N2O concentration (ppb),266.8
1454,N2O concentration (ppb),266.8
1455,N2O concentration (ppb),266.7
1456,N2O concentration (ppb),266.7
1457,N2O concentration (ppb),266.6
1458,N2O concentration (ppb),266.6
1459,N2O concentration (ppb),266.5
1460,N2O concentration (ppb),266.4
1461,N2O concentration (ppb),266.4
1462,N2O concentration (ppb),266.3
1463,N2O concentration (ppb),266.3
1464,N2O concentration (ppb),266.2
1465,N2O concentration (ppb),266.2
1466,N2O concentration (ppb),266.1
1467,N2O concentration (ppb),266.1
1468,N2O concentration (ppb),266.0
1469,N2O concentration (ppb),266.0
1470,N2O concentration (ppb),265.9
1471,N2O concentration (ppb),265.9
1472,N2O concentration (ppb),265.9
1473,N2O concentration (ppb),265.9
1474,N2O concentration (ppb),265.8
1475,N2O concentration (ppb),265.8
1476,N2O concentration (ppb),265.8
1477,N2O concentration (ppb),265.8
1478,N2O concentration (ppb),265.8
1479,N2O concentration (ppb),265.8
1480,N2O concentration (ppb),265.8
1481,N2O concentration (ppb),265.9
1482,N2O concentration (ppb),265.9
1483,N2O concentration (ppb),265.9
1484,N2O concentration (ppb),266.0
1485,N2O concentration (ppb),266.0
1486,N2O concentration (ppb),266.1
1487,N2O concentration (ppb),266.2
1488,N2O concentration (ppb),266.3
1489,N2O concentration (ppb),266.4
1490,N2O concentration (ppb),266.5
1491,N2O concentration (ppb),266.6
1492,N2O concentration (ppb),266.7
1493,N2O concentration (ppb),266.8
1494,N2O concentration (ppb),267.0
1495,N2O concentration (ppb),267.2
1496,N2O concentration (ppb),267.3
1497,N2O concentration (ppb),267.5
1498,N2O concentration (ppb),267.7
1499,N2O concentration (ppb),267.9
1500,N2O concentration (ppb),268.2
1501,N2O concentration (ppb),268.4
1502,N2O concentration (ppb),268.6
1503,N2O concentration (ppb),268.9
1504,N2O concentration (ppb),269.2
1505,N2O concentration (ppb),269.5
1506,N2O concentration (ppb),269.8
1507,N2O concentration (ppb),270.1
1508,N2O concentration (ppb),270.4
1509,N2O concentration (ppb),270.7
1510,N2O concentration (ppb),270.9
1511,N2O concentration (ppb),271.2
1512,N2O concentration (ppb),271.5
1513,N2O concentration (ppb),271.8
1514,N2O concentration (ppb),272.0
1515,N2O concentration (ppb),272.3
1516,N2O concentration (ppb),272.5
1517,N2O concentration (ppb),272.7
1518,N2O concentration (ppb),272.9
1519,N2O concentration (ppb),273.0
1520,N2O concentration (ppb),273.2
1521,N2O concentration (ppb),273.3
1522,N2O concentration (ppb),273.3
1523,N2O concentration (ppb),273.4
1524,N2O concentration (ppb),273.4
1525,N2O concentration (ppb),273.3
1526,N2O concentration (ppb),273.3
1527,N2O concentration (ppb),273.1
1528,N2O concentration (ppb),273.0
1529,N2O concentration (ppb),272.8
1530,N2O concentration (ppb),272.5
1531,N2O concentration (ppb),272.2
1532,N2O concentration (ppb),271.8
1533,N2O concentration (ppb),271.5
1534,N2O concentration (ppb),271.1
1535,N2O concentration (ppb),270.8
1536,N2O concentration (ppb),270.6
1537,N2O concentration (ppb),270.3
1538,N2O concentration (ppb),270.2
1539,N2O concentration (ppb),270.0
1540,N2O concentration (ppb),269.9
1541,N2O concentration (ppb),269.9
1542,N2O concentration (ppb),269.8
1543,N2O concentration (ppb),269.8
1544,N2O concentration (ppb),269.8
1545,N2O concentration (ppb),269.9
1546,N2O concentration (ppb),269.9
1547,N2O concentration (ppb),269.9
1548,N2O concentration (ppb),270.0
1549,N2O concentration (ppb),270.0
1550,N2O concentration (ppb),270.1
1551,N2O concentration (ppb),270.1
1552,N2O concentration (ppb),270.1
1553,N2O concentration (ppb),270.2
1554,N2O concentration (ppb),270.2
1555,N2O concentration (ppb),270.2
1556,N2O concentration (ppb),270.2
1557,N2O concentration (ppb),270.2
1558,N2O concentration (ppb),270.1
1559,N2O concentration (ppb),270.1
1560,N2O concentration (ppb),270.1
1561,N2O concentration (ppb),270.1
1562,N2O concentration (ppb),270.1
1563,N2O concentration (ppb),270.0
1564,N2O concentration (ppb),270.0
1565,N2O concentration (ppb),270.0
1566,N2O concentration (ppb),269.9
1567,N2O concentration (ppb),269.9
1568,N2O concentration (ppb),269.8
1569,N2O concentration (ppb),269.8
1570,N2O concentration (ppb),269.8
1571,N2O concentration (ppb),269.7
1572,N2O concentration (ppb),269.7
1573,N2O concentration (ppb),269.6
1574,N2O concentration (ppb),269.5
1575,N2O concentration (ppb),269.5
1576,N2O concentration (ppb),269.4
1577,N2O concentration (ppb),269.4
1578,N2O concentration (ppb),269.3
1579,N2O concentration (ppb),269.3
1580,N2O concentration (ppb),269.2
1581,N2O concentration (ppb),269.1
1582,N2O concentration (ppb),269.0
1583,N2O concentration (ppb),269.0
1584,N2O concentration (ppb),268.9
1585,N2O concentration (ppb),268.8
1586,N2O concentration (ppb),268.7
1587,N2O concentration (ppb),268.7
1588,N2O concentration (ppb),268.6
1589,N2O concentration (ppb),268.5
1590,N2O concentration (ppb),268.4
1591,N2O concentration (ppb),268.3
1592,N2O concentration (ppb),268.2
1593,N2O concentration (ppb),268.1
1594,N2O concentration (ppb),268.0
1595,N2O concentration (ppb),267.9
1596,N2O concentration (ppb),267.8
1597,N2O concentration (ppb),267.7
1598,N2O concentration (ppb),267.6
1599,N2O concentration (ppb),267.5
1600,N2O concentration (ppb),267.4
1601,N2O concentration (ppb),267.2
1602,N2O concentration (ppb),267.1
1603,N2O concentration (ppb),267.0
1604,N2O concentration (ppb),266.9
1605,N2O concentration (ppb),266.8
1606,N2O concentration (ppb),266.7
1607,N2O concentration (ppb),266.6
1608,N2O concentration (ppb),266.5
1609,N2O concentration (ppb),266.3
1610,N2O concentration (ppb),266.2
1611,N2O concentration (ppb),266.1
1612,N2O concentration (ppb),266.0
1613,N2O concentration (ppb),265.9
1614,N2O concentration (ppb),265.8
1615,N2O concentration (ppb),265.7
1616,N2O concentration (ppb),265.7
1617,N2O concentration (ppb),265.6
1618,N2O concentration (ppb),265.5
1619,N2O concentration (ppb),265.4
1620,N2O concentration (ppb),265.3
1621,N2O concentration (ppb),265.2
1622,N2O concentration (ppb),265.2
1623,N2O concentration (ppb),265.1
1624,N2O concentration (ppb),265.0
1625,N2O concentration (ppb),265.0
1626,N2O concentration (ppb),264.9
1627,N2O concentration (ppb),264.8
1628,N2O concentration (ppb),264.8
1629,N2O concentration (ppb),264.7
1630,N2O concentration (ppb),264.7
1631,N2O concentration (ppb),264.7
1632,N2O concentration (ppb),264.6
1633,N2O concentration (ppb),264.6
1634,N2O concentration (ppb),264.6
1635,N2O concentration (ppb),264.5
1636,N2O concentration (ppb),264.5
1637,N2O concentration (ppb),264.5
1638,N2O concentration (ppb),264.5
1639,N2O concentration (ppb),264.5
1640,N2O concentration (ppb),264.5
1641,N2O concentration (ppb),264.5
1642,N2O concentration (ppb),264.5
1643,N2O concentration (ppb),264.6
1644,N2O concentration (ppb),264.6
1645,N2O concentration (ppb),264.6
1646,N2O concentration (ppb),264.7
1647,N2O concentration (ppb),264.7
1648,N2O concentration (ppb),264.8
1649,N2O concentration (ppb),264.8
1650,N2O concentration (ppb),264.9
1651,N2O concentration (ppb),265.0
1652,N2O concentration (ppb),265.0
1653,N2O concentration (ppb),265.1
1654,N2O concentration (ppb),265.2
1655,N2O concentration (ppb),265.3
1656,N2O concentration (ppb),265.4
1657,N2O concentration (ppb),265.5
1658,N2O concentration (ppb),265.6
1659,N2O concentration (ppb),265.8
1660,N2O concentration (ppb),265.9
1661,N2O concentration (ppb),266.0
1662,N2O concentration (ppb),266.2
1663,N2O concentration (ppb),266.4
1664,N2O concentration (ppb),266.5
1665,N2O concentration (ppb),266.7
1666,N2O concentration (ppb),266.9
1667,N2O concentration (ppb),267.1
1668,N2O concentration (ppb),267.3
1669,N2O concentration (ppb),267.5
1670,N2O concentration (ppb),267.7
1671,N2O concentration (ppb),267.9
1672,N2O concentration (ppb),268.1
1673,N2O concentration (ppb),268.3
1674,N2O concentration (ppb),268.5
1675,N2O concentration (ppb),268.8
1676,N2O concentration (ppb),269.0
1677,N2O concentration (ppb),269.2
1678,N2O concentration (ppb),269.4
1679,N2O concentration (ppb),269.6
1680,N2O concentration (ppb),269.8
1681,N2O concentration (ppb),269.9
1682,N2O concentration (ppb),270.1
1683,N2O concentration (ppb),270.3
1684,N2O concentration (ppb),270.4
1685,N2O concentration (ppb),270.5
1686,N2O concentration (ppb),270.6
1687,N2O concentration (ppb),270.7
1688,N2O concentration (ppb),270.8
1689,N2O concentration (ppb),270.9
1690,N2O concentration (ppb),271.0
1691,N2O concentration (ppb),271.1
1692,N2O concentration (ppb),271.1
1693,N2O concentration (ppb),271.2
1694,N2O concentration (ppb),271.2
1695,N2O concentration (ppb),271.2
1696,N2O concentration (ppb),271.2
1697,N2O concentration (ppb),271.2
1698,N2O concentration (ppb),271.3
1699,N2O concentration (ppb),271.2
1700,N2O concentration (ppb),271.2
1701,N2O concentration (ppb),271.2
1702,N2O concentration (ppb),271.2
1703,N2O concentration (ppb),271.2
1704,N2O concentration (ppb),271.1
1705,N2O concentration (ppb),271.1
1706,N2O concentration (ppb),271.0
1707,N2O concentration (ppb),271.0
1708,N2O concentration (ppb),270.9
1709,N2O concentration (ppb),270.9
1710,N2O concentration (ppb),270.8
1711,N2O concentration (ppb),270.7
1712,N2O concentration (ppb),270.7
1713,N2O concentration (ppb),270.6
1714,N2O concentration (ppb),270.5
1715,N2O concentration (ppb),270.4
1716,N2O concentration (ppb),270.4
1717,N2O concentration (ppb),270.3
1718,N2O concentration (ppb),270.2
1719,N2O concentration (ppb),270.1
1720,N2O concentration (ppb),270.0
1721,N2O concentration (ppb),270.0
1722,N2O concentration (ppb),269.9
1723,N2O concentration (ppb),269.8
1724,N2O concentration (ppb),269.7
1725,N2O concentration (ppb),269.6
1726,N2O concentration (ppb),269.6
1727,N2O concentration (ppb),269.5
1728,N2O concentration (ppb),269.4
1729,N2O concentration (ppb),269.4
1730,N2O concentration (ppb),269.3
1731,N2O concentration (ppb),269.3
1732,N2O concentration (ppb),269.2
1733,N2O concentration (ppb),269.2
1734,N2O concentration (ppb),269.2
1735,N2O concentration (ppb),269.2
1736,N2O concentration (ppb),269.2
1737,N2O concentration (ppb),269.2
1738,N2O concentration (ppb),269.2
1739,N2O concentration (ppb),269.3
1740,N2O concentration (ppb),269.4
1741,N2O concentration (ppb),269.4
1742,N2O concentration (ppb),269.5
1743,N2O concentration (ppb),269.7
1744,N2O concentration (ppb),269.8
1745,N2O concentration (ppb),270.0
1746,N2O concentration (ppb),270.2
1747,N2O concentration (ppb),270.4
1748,N2O concentration (ppb),270.6
1749,N2O concentration (ppb),270.9
1750,N2O concentration (ppb),271.2
1751,N2O concentration (ppb),271.5
1752,N2O concentration (ppb),271.8
1753,N2O concentration (ppb),272.2
1754,N2O concentration (ppb),272.5
1755,N2O concentration (ppb),272.8
1756,N2O concentration (ppb),273.1
1757,N2O concentration (ppb),273.4
1758,N2O concentration (ppb),273.7
1759,N2O concentration (ppb),273.9
1760,N2O concentration (ppb),274.1
1761,N2O concentration (ppb),274.2
1762,N2O concentration (ppb),274.3
1763,N2O concentration (ppb),274.3
1764,N2O concentration (ppb),274.2
1765,N2O concentration (ppb),274.2
1766,N2O concentration (ppb),274.1
1767,N2O concentration (ppb),274.0
1768,N2O concentration (ppb),273.9
1769,N2O concentration (ppb),273.8
1770,N2O concentration (ppb),273.7
1771,N2O concentration (ppb),273.6
1772,N2O concentration (ppb),273.5
1773,N2O concentration (ppb),273.3
1774,N2O concentration (ppb),273.2
1775,N2O concentration (ppb),273.1
1776,N2O concentration (ppb),272.9
1777,N2O concentration (ppb),272.8
1778,N2O concentration (ppb),272.7
1779,N2O concentration (ppb),272.5
1780,N2O concentration (ppb),272.4
1781,N2O concentration (ppb),272.3
1782,N2O concentration (ppb),272.2
1783,N2O concentration (ppb),272.1
1784,N2O concentration (ppb),272.0
1785,N2O concentration (ppb),271.9
1786,N2O concentration (ppb),271.8
1787,N2O concentration (ppb),271.8
1788,N2O concentration (ppb),271.8
1789,N2O concentration (ppb),271.8
1790,N2O concentration (ppb),271.8
1791,N2O concentration (ppb),271.8
1792,N2O concentration (ppb),271.8
1793,N2O concentration (ppb),271.9
1794,N2O concentration (ppb),272.0
1795,N2O concentration (ppb),272.1
1796,N2O concentration (ppb),272.2
1797,N2O concentration (ppb),272.4
1798,N2O concentration (ppb),272.5
1799,N2O concentration (ppb),272.5
1800,N2O concentration (ppb),272.6
1801,N2O concentration (ppb),272.5
1802,N2O concentration (ppb),272.5
1803,N2O concentration (ppb),272.4
1804,N2O concentration (ppb),272.2
1805,N2O concentration (ppb),272.1
1806,N2O concentration (ppb),271.9
1807,N2O concentration (ppb),271.8
1808,N2O concentration (ppb),271.6
1809,N2O concentration (ppb),271.5
1810,N2O concentration (ppb),271.4
1811,N2O concentration (ppb),271.3
1812,N2O concentration (ppb),271.3
1813,N2O concentration (ppb),271.3
1814,N2O concentration (ppb),271.4
1815,N2O concentration (ppb),271.5
1816,N2O concentration (ppb),271.7
1817,N2O concentration (ppb),272.0
1818,N2O concentration (ppb),272.3
1819,N2O concentration (ppb),272.5
1820,N2O concentration (ppb),272.9
1821,N2O concentration (ppb),273.2
1822,N2O concentration (ppb),273.4
1823,N2O concentration (ppb),273.7
1824,N2O concentration (ppb),273.9
1825,N2O concentration (ppb),274.1
1826,N2O concentration (ppb),274.2
1827,N2O concentration (ppb),274.2
