country,year,population
Qatar,2053,3910000
Romania,2053,15900000
Russia,2053,135000000
Rwanda,2053,24000000
Samoa,2053,273000
San Marino,2053,33300
Sao Tome and Principe,2053,415000
Saudi Arabia,2053,44900000
Senegal,2053,35100000
Serbia,2053,6910000
Seychelles,2053,104000
Sierra Leone,2053,13400000
Singapore,2053,6370000
Slovak Republic,2053,4910000
Slovenia,2053,1920000
Solomon Islands,2053,1360000
Somalia,2053,37300000
South Africa,2053,76500000
South Korea,2053,45700000
South Sudan,2053,20900000
Spain,2053,43000000
Sri Lanka,2053,21600000
St. Kitts and Nevis,2053,55700
St. Lucia,2053,180000
St. Vincent and the Grenadines,2053,108000
Sudan,2053,85200000
Suriname,2053,683000
Swaziland,2053,1760000
Sweden,2053,11500000
Switzerland,2053,9880000
Syria,2053,33900000
Tajikistan,2053,16900000
Tanzania,2053,138000000
Thailand,2053,64700000
Timor-Leste,2053,2080000
Togo,2053,16200000
Tonga,2053,136000
Trinidad and Tobago,2053,1320000
Tunisia,2053,13900000
Turkey,2053,97600000
Turkmenistan,2053,8070000
Tuvalu,2053,16400
Uganda,2053,93800000
Ukraine,2053,34400000
United Arab Emirates,2053,10400000
United Kingdom,2053,74400000
United States,2053,383000000
Uruguay,2053,3640000
Uzbekistan,2053,43400000
Vanuatu,2053,584000
Venezuela,2053,37200000
Vietnam,2053,110000000
Yemen,2053,49400000
Zambia,2053,41600000
Zimbabwe,2053,24800000
Afghanistan,2054,67400000
Albania,2054,2330000
Algeria,2054,62800000
Andorra,2054,74600
Angola,2054,85100000
Antigua and Barbuda,2054,111000
Argentina,2054,55700000
Armenia,2054,2770000
Australia,2054,33700000
Austria,2054,9070000
Azerbaijan,2054,11000000
Bahamas,2054,466000
Bahrain,2054,2350000
Bangladesh,2054,193000000
Barbados,2054,272000
Belarus,2054,8520000
Belgium,2054,12200000
Belize,2054,585000
Benin,2054,26200000
Bhutan,2054,906000
Bolivia,2054,16200000
Bosnia and Herzegovina,2054,2580000
Botswana,2054,3630000
Brazil,2054,228000000
Brunei,2054,490000
Bulgaria,2054,5200000
Burkina Faso,2054,46900000
Burundi,2054,27500000
Cambodia,2054,22200000
Cameroon,2054,54100000
Canada,2054,46500000
Cape Verde,2054,685000
Central African Republic,2054,8850000
Chad,2054,36600000
Chile,2054,20300000
China,2054,1380000000
Colombia,2054,55900000
Comoros,2054,1550000
"Congo, Dem. Rep.",2054,210000000
"Congo, Rep.",2054,11500000
Costa Rica,2054,5770000
Cote d'Ivoire,2054,55100000
Croatia,2054,3260000
Cuba,2054,9860000
Cyprus,2054,1360000
Czech Republic,2054,10500000
Denmark,2054,6290000
Djibouti,2054,1320000
Dominica,2054,70000
Dominican Republic,2054,12900000
Ecuador,2054,23800000
Egypt,2054,167000000
El Salvador,2054,6900000
Equatorial Guinea,2054,3010000
Eritrea,2054,6340000
Estonia,2054,1130000
Ethiopia,2054,217000000
Fiji,2054,1080000
Finland,2054,5460000
France,2054,67400000
Gabon,2054,4020000
Gambia,2054,5230000
Georgia,2054,3440000
Germany,2054,79200000
Ghana,2054,54800000
Greece,2054,8790000
Grenada,2054,115000
Guatemala,2054,27900000
Guinea,2054,27800000
Guinea-Bissau,2054,3780000
Guyana,2054,815000
Haiti,2054,15200000
Holy See,2054,805
Honduras,2054,14200000
Hungary,2054,8310000
Iceland,2054,377000
India,2054,1650000000
Indonesia,2054,334000000
Iran,2054,104000000
Iraq,2054,74900000
Ireland,2054,5720000
Israel,2054,13300000
Italy,2054,52900000
Jamaica,2054,2910000
Japan,2054,103000000
Jordan,2054,13200000
Kazakhstan,2054,24600000
Kenya,2054,96100000
Kiribati,2054,184000
Kuwait,2054,5430000
Kyrgyz Republic,2054,9410000
Lao,2054,9600000
Latvia,2054,1440000
Lebanon,2054,6560000
Lesotho,2054,2720000
Liberia,2054,9950000
Libya,2054,8600000
Liechtenstein,2054,40400
Lithuania,2054,2060000
Luxembourg,2054,806000
Madagascar,2054,58000000
Malawi,2054,40900000
Malaysia,2054,41100000
Maldives,2054,592000
Mali,2054,47100000
Malta,2054,422000
Marshall Islands,2054,76400
Mauritania,2054,9680000
Mauritius,2054,1160000
Mexico,2054,156000000
"Micronesia, Fed. Sts.",2054,140000
Moldova,2054,3240000
Monaco,2054,47000
Mongolia,2054,4580000
Montenegro,2054,580000
Morocco,2054,46800000
Mozambique,2054,70500000
Myanmar,2054,62300000
Namibia,2054,4160000
Nauru,2054,10600
Nepal,2054,35200000
Netherlands,2054,17000000
New Zealand,2054,5660000
Nicaragua,2054,8670000
Niger,2054,73000000
Nigeria,2054,431000000
North Korea,2054,26400000
North Macedonia,2054,1810000
Norway,2054,6720000
Oman,2054,7090000
Pakistan,2054,351000000
Palau,2054,17400
Palestine,2054,9270000
Panama,2054,5990000
Papua New Guinea,2054,14900000
Paraguay,2054,9250000
Peru,2054,40900000
Philippines,2054,147000000
Poland,2054,32500000
Portugal,2054,8860000
Qatar,2054,3920000
Romania,2054,15800000
Russia,2054,135000000
Rwanda,2054,24400000
Samoa,2054,275000
San Marino,2054,33200
Sao Tome and Principe,2054,421000
Saudi Arabia,2054,45000000
Senegal,2054,35700000
Serbia,2054,6850000
Seychelles,2054,104000
Sierra Leone,2054,13500000
Singapore,2054,6360000
Slovak Republic,2054,4890000
Slovenia,2054,1910000
Solomon Islands,2054,1380000
Somalia,2054,38100000
South Africa,2054,76800000
South Korea,2054,45300000
South Sudan,2054,21200000
Spain,2054,42700000
Sri Lanka,2054,21500000
St. Kitts and Nevis,2054,55600
St. Lucia,2054,179000
St. Vincent and the Grenadines,2054,107000
Sudan,2054,86600000
Suriname,2054,683000
Swaziland,2054,1770000
Sweden,2054,11500000
Switzerland,2054,9900000
Syria,2054,34100000
Tajikistan,2054,17100000
Tanzania,2054,141000000
Thailand,2054,64300000
Timor-Leste,2054,2100000
Togo,2054,16500000
Tonga,2054,137000
Trinidad and Tobago,2054,1320000
Tunisia,2054,13900000
Turkey,2054,97700000
Turkmenistan,2054,8110000
Tuvalu,2054,16500
Uganda,2054,95200000
Ukraine,2054,34100000
United Arab Emirates,2054,10400000
United Kingdom,2054,74500000
United States,2054,384000000
Uruguay,2054,3630000
Uzbekistan,2054,43500000
Vanuatu,2054,593000
Venezuela,2054,37300000
Vietnam,2054,110000000
Yemen,2054,49900000
Zambia,2054,42400000
Zimbabwe,2054,25000000
Afghanistan,2055,68000000
Albania,2055,2310000
Algeria,2055,63200000
Andorra,2055,74200
Angola,2055,87100000
Antigua and Barbuda,2055,111000
Argentina,2055,55900000
Armenia,2055,2760000
Australia,2055,33900000
Austria,2055,9060000
Azerbaijan,2055,11000000
Bahamas,2055,466000
Bahrain,2055,2360000
Bangladesh,2055,193000000
Barbados,2055,271000
Belarus,2055,8490000
Belgium,2055,12200000
Belize,2055,589000
Benin,2055,26600000
Bhutan,2055,906000
Bolivia,2055,16300000
Bosnia and Herzegovina,2055,2560000
Botswana,2055,3650000
Brazil,2055,227000000
Brunei,2055,489000
Bulgaria,2055,5150000
Burkina Faso,2055,47800000
Burundi,2055,28000000
Cambodia,2055,22300000
Cameroon,2055,55000000
Canada,2055,46700000
Cape Verde,2055,686000
Central African Republic,2055,8960000
Chad,2055,37300000
Chile,2055,20200000
China,2055,1370000000
Colombia,2055,55800000
Comoros,2055,1570000
"Congo, Dem. Rep.",2055,214000000
"Congo, Rep.",2055,11700000
Costa Rica,2055,5760000
Cote d'Ivoire,2055,56100000
Croatia,2055,3230000
Cuba,2055,9780000
Cyprus,2055,1360000
Czech Republic,2055,10500000
Denmark,2055,6300000
Djibouti,2055,1320000
Dominica,2055,69800
Dominican Republic,2055,12900000
Ecuador,2055,23900000
Egypt,2055,169000000
El Salvador,2055,6880000
Equatorial Guinea,2055,3050000
Eritrea,2055,6430000
Estonia,2055,1130000
Ethiopia,2055,220000000
Fiji,2055,1090000
Finland,2055,5450000
France,2055,67400000
Gabon,2055,4070000
Gambia,2055,5310000
Georgia,2055,3420000
Germany,2055,79000000
Ghana,2055,55500000
Greece,2055,8730000
Grenada,2055,114000
Guatemala,2055,28100000
Guinea,2055,28300000
Guinea-Bissau,2055,3830000
Guyana,2055,812000
Haiti,2055,15200000
Holy See,2055,803
Honduras,2055,14200000
Hungary,2055,8270000
Iceland,2055,377000
India,2055,1650000000
Indonesia,2055,334000000
Iran,2055,105000000
Iraq,2055,75900000
Ireland,2055,5730000
Israel,2055,13400000
Italy,2055,52600000
Jamaica,2055,2890000
Japan,2055,102000000
Jordan,2055,13300000
Kazakhstan,2055,24700000
Kenya,2055,97200000
Kiribati,2055,186000
Kuwait,2055,5440000
Kyrgyz Republic,2055,9470000
Lao,2055,9630000
Latvia,2055,1430000
Lebanon,2055,6560000
Lesotho,2055,2730000
Liberia,2055,10100000
Libya,2055,8610000
Liechtenstein,2055,40400
Lithuania,2055,2050000
Luxembourg,2055,810000
Madagascar,2055,59000000
Malawi,2055,41600000
Malaysia,2055,41200000
Maldives,2055,593000
Mali,2055,48000000
Malta,2055,421000
Marshall Islands,2055,76700
Mauritania,2055,9850000
Mauritius,2055,1150000
Mexico,2055,157000000
"Micronesia, Fed. Sts.",2055,140000
Moldova,2055,3210000
Monaco,2055,47300
Mongolia,2055,4610000
Montenegro,2055,578000
Morocco,2055,46900000
Mozambique,2055,71800000
Myanmar,2055,62300000
Namibia,2055,4210000
Nauru,2055,10600
Nepal,2055,35200000
Netherlands,2055,17000000
New Zealand,2055,5670000
Nicaragua,2055,8690000
Niger,2055,74900000
Nigeria,2055,439000000
North Korea,2055,26300000
North Macedonia,2055,1800000
Norway,2055,6750000
Oman,2055,7130000
Pakistan,2055,354000000
Palau,2055,17300
Palestine,2055,9380000
Panama,2055,6020000
Papua New Guinea,2055,15000000
Paraguay,2055,9280000
Peru,2055,41000000
Philippines,2055,148000000
Poland,2055,32300000
Portugal,2055,8810000
Qatar,2055,3940000
Romania,2055,15700000
Russia,2055,134000000
Rwanda,2055,24700000
Samoa,2055,277000
San Marino,2055,33100
Sao Tome and Principe,2055,428000
Saudi Arabia,2055,45100000
Senegal,2055,36300000
Serbia,2055,6790000
Seychelles,2055,104000
Sierra Leone,2055,13700000
Singapore,2055,6340000
Slovak Republic,2055,4860000
Slovenia,2055,1900000
Solomon Islands,2055,1410000
Somalia,2055,38900000
South Africa,2055,77000000
South Korea,2055,44900000
South Sudan,2055,21500000
Spain,2055,42500000
Sri Lanka,2055,21400000
St. Kitts and Nevis,2055,55400
St. Lucia,2055,178000
St. Vincent and the Grenadines,2055,107000
Sudan,2055,87900000
Suriname,2055,684000
Swaziland,2055,1790000
Sweden,2055,11600000
Switzerland,2055,9920000
Syria,2055,34300000
Tajikistan,2055,17300000
Tanzania,2055,144000000
Thailand,2055,63900000
Timor-Leste,2055,2120000
Togo,2055,16700000
Tonga,2055,137000
Trinidad and Tobago,2055,1310000
Tunisia,2055,13900000
Turkey,2055,97800000
Turkmenistan,2055,8140000
Tuvalu,2055,16600
Uganda,2055,96600000
Ukraine,2055,33800000
United Arab Emirates,2055,10500000
United Kingdom,2055,74600000
United States,2055,385000000
Uruguay,2055,3630000
Uzbekistan,2055,43600000
Vanuatu,2055,602000
Venezuela,2055,37400000
Vietnam,2055,110000000
Yemen,2055,50300000
Zambia,2055,43200000
Zimbabwe,2055,25300000
Afghanistan,2056,68600000
Albania,2056,2290000
Algeria,2056,63600000
Andorra,2056,73800
Angola,2056,89100000
Antigua and Barbuda,2056,111000
Argentina,2056,56100000
Armenia,2056,2740000
Australia,2056,34100000
Austria,2056,9040000
Azerbaijan,2056,10900000
Bahamas,2056,467000
Bahrain,2056,2360000
Bangladesh,2056,193000000
Barbados,2056,270000
Belarus,2056,8460000
Belgium,2056,12200000
Belize,2056,592000
Benin,2056,27100000
Bhutan,2056,906000
Bolivia,2056,16400000
Bosnia and Herzegovina,2056,2540000
Botswana,2056,3680000
Brazil,2056,227000000
Brunei,2056,487000
Bulgaria,2056,5110000
Burkina Faso,2056,48600000
Burundi,2056,28500000
Cambodia,2056,22400000
Cameroon,2056,55900000
Canada,2056,46900000
Cape Verde,2056,687000
Central African Republic,2056,9070000
Chad,2056,38000000
Chile,2056,20200000
China,2056,1360000000
Colombia,2056,55800000
Comoros,2056,1590000
"Congo, Dem. Rep.",2056,218000000
"Congo, Rep.",2056,11900000
Costa Rica,2056,5760000
Cote d'Ivoire,2056,57000000
Croatia,2056,3200000
Cuba,2056,9710000
Cyprus,2056,1360000
Czech Republic,2056,10500000
Denmark,2056,6310000
Djibouti,2056,1330000
Dominica,2056,69500
Dominican Republic,2056,12900000
Ecuador,2056,24000000
Egypt,2056,171000000
El Salvador,2056,6870000
Equatorial Guinea,2056,3100000
Eritrea,2056,6510000
Estonia,2056,1120000
Ethiopia,2056,222000000
Fiji,2056,1090000
Finland,2056,5450000
France,2056,67300000
Gabon,2056,4120000
Gambia,2056,5400000
Georgia,2056,3400000
Germany,2056,78800000
Ghana,2056,56200000
Greece,2056,8670000
Grenada,2056,114000
Guatemala,2056,28300000
Guinea,2056,28800000
Guinea-Bissau,2056,3890000
Guyana,2056,809000
Haiti,2056,15300000
Holy See,2056,805
Honduras,2056,14300000
Hungary,2056,8230000
Iceland,2056,377000
India,2056,1650000000
Indonesia,2056,335000000
Iran,2056,105000000
Iraq,2056,76900000
Ireland,2056,5730000
Israel,2056,13500000
Italy,2056,52200000
Jamaica,2056,2880000
Japan,2056,101000000
Jordan,2056,13400000
Kazakhstan,2056,24800000
Kenya,2056,98300000
Kiribati,2056,188000
Kuwait,2056,5450000
Kyrgyz Republic,2056,9540000
Lao,2056,9650000
Latvia,2056,1420000
Lebanon,2056,6560000
Lesotho,2056,2740000
Liberia,2056,10300000
Libya,2056,8620000
Liechtenstein,2056,40500
Lithuania,2056,2030000
Luxembourg,2056,814000
Madagascar,2056,60000000
Malawi,2056,42300000
Malaysia,2056,41300000
Maldives,2056,594000
Mali,2056,48900000
Malta,2056,420000
Marshall Islands,2056,76900
Mauritania,2056,10000000
Mauritius,2056,1140000
Mexico,2056,157000000
"Micronesia, Fed. Sts.",2056,141000
Moldova,2056,3180000
Monaco,2056,47600
Mongolia,2056,4630000
Montenegro,2056,576000
Morocco,2056,47000000
Mozambique,2056,73100000
Myanmar,2056,62300000
Namibia,2056,4250000
Nauru,2056,10500
Nepal,2056,35100000
Netherlands,2056,16900000
New Zealand,2056,5680000
Nicaragua,2056,8720000
Niger,2056,76900000
Nigeria,2056,446000000
North Korea,2056,26300000
North Macedonia,2056,1790000
Norway,2056,6780000
Oman,2056,7170000
Pakistan,2056,356000000
Palau,2056,17200
Palestine,2056,9490000
Panama,2056,6050000
Papua New Guinea,2056,15200000
Paraguay,2056,9310000
Peru,2056,41100000
Philippines,2056,148000000
Poland,2056,32000000
Portugal,2056,8750000
Qatar,2056,3950000
Romania,2056,15600000
Russia,2056,134000000
Rwanda,2056,25000000
Samoa,2056,279000
San Marino,2056,32900
Sao Tome and Principe,2056,435000
Saudi Arabia,2056,45200000
Senegal,2056,37000000
Serbia,2056,6730000
Seychelles,2056,103000
Sierra Leone,2056,13800000
Singapore,2056,6330000
Slovak Republic,2056,4840000
Slovenia,2056,1890000
Solomon Islands,2056,1430000
Somalia,2056,39800000
South Africa,2056,77300000
South Korea,2056,44400000
South Sudan,2056,21800000
Spain,2056,42200000
Sri Lanka,2056,21400000
St. Kitts and Nevis,2056,55200
St. Lucia,2056,177000
St. Vincent and the Grenadines,2056,106000
Sudan,2056,89300000
Suriname,2056,684000
Swaziland,2056,1810000
Sweden,2056,11600000
Switzerland,2056,9940000
Syria,2056,34500000
Tajikistan,2056,17500000
Tanzania,2056,147000000
Thailand,2056,63500000
Timor-Leste,2056,2130000
Togo,2056,17000000
Tonga,2056,138000
Trinidad and Tobago,2056,1300000
Tunisia,2056,13900000
Turkey,2056,97900000
Turkmenistan,2056,8170000
Tuvalu,2056,16800
Uganda,2056,98100000
Ukraine,2056,33500000
United Arab Emirates,2056,10500000
United Kingdom,2056,74700000
United States,2056,387000000
Uruguay,2056,3630000
Uzbekistan,2056,43700000
Vanuatu,2056,611000
Venezuela,2056,37400000
Vietnam,2056,110000000
Yemen,2056,50700000
Zambia,2056,44100000
Zimbabwe,2056,25500000
Afghanistan,2057,69200000
Albania,2057,2260000
Algeria,2057,64000000
Andorra,2057,73300
Angola,2057,91100000
Antigua and Barbuda,2057,111000
Argentina,2057,56200000
Armenia,2057,2730000
Australia,2057,34300000
Austria,2057,9020000
Azerbaijan,2057,10900000
Bahamas,2057,467000
Bahrain,2057,2370000
Bangladesh,2057,192000000
Barbados,2057,268000
Belarus,2057,8430000
Belgium,2057,12200000
Belize,2057,595000
Benin,2057,27600000
Bhutan,2057,905000
Bolivia,2057,16500000
Bosnia and Herzegovina,2057,2510000
Botswana,2057,3700000
Brazil,2057,226000000
Brunei,2057,486000
Bulgaria,2057,5060000
Burkina Faso,2057,49500000
Burundi,2057,29100000
Cambodia,2057,22500000
Cameroon,2057,56800000
Canada,2057,47100000
Cape Verde,2057,687000
Central African Republic,2057,9180000
Chad,2057,38600000
Chile,2057,20200000
China,2057,1360000000
Colombia,2057,55700000
Comoros,2057,1610000
"Congo, Dem. Rep.",2057,222000000
"Congo, Rep.",2057,12100000
Costa Rica,2057,5750000
Cote d'Ivoire,2057,58000000
Croatia,2057,3180000
Cuba,2057,9630000
Cyprus,2057,1360000
Czech Republic,2057,10500000
Denmark,2057,6320000
Djibouti,2057,1330000
Dominica,2057,69300
Dominican Republic,2057,12900000
Ecuador,2057,24100000
Egypt,2057,172000000
El Salvador,2057,6850000
Equatorial Guinea,2057,3140000
Eritrea,2057,6590000
Estonia,2057,1110000
Ethiopia,2057,225000000
Fiji,2057,1090000
Finland,2057,5440000
France,2057,67300000
Gabon,2057,4180000
Gambia,2057,5490000
Georgia,2057,3380000
Germany,2057,78600000
Ghana,2057,56900000
Greece,2057,8600000
Grenada,2057,114000
Guatemala,2057,28500000
Guinea,2057,29300000
Guinea-Bissau,2057,3940000
Guyana,2057,806000
Haiti,2057,15300000
Holy See,2057,805
Honduras,2057,14400000
Hungary,2057,8190000
Iceland,2057,377000
India,2057,1650000000
Indonesia,2057,335000000
Iran,2057,105000000
Iraq,2057,77900000
Ireland,2057,5730000
Israel,2057,13700000
Italy,2057,51800000
Jamaica,2057,2860000
Japan,2057,101000000
Jordan,2057,13400000
Kazakhstan,2057,24900000
Kenya,2057,99300000
Kiribati,2057,189000
Kuwait,2057,5450000
Kyrgyz Republic,2057,9600000
Lao,2057,9670000
Latvia,2057,1410000
Lebanon,2057,6570000
Lesotho,2057,2750000
Liberia,2057,10400000
Libya,2057,8630000
Liechtenstein,2057,40500
Lithuania,2057,2020000
Luxembourg,2057,817000
Madagascar,2057,61000000
Malawi,2057,43000000
Malaysia,2057,41500000
Maldives,2057,594000
Mali,2057,49800000
Malta,2057,418000
Marshall Islands,2057,77100
Mauritania,2057,10200000
Mauritius,2057,1140000
Mexico,2057,157000000
"Micronesia, Fed. Sts.",2057,141000
Moldova,2057,3150000
Monaco,2057,47800
Mongolia,2057,4660000
Montenegro,2057,573000
Morocco,2057,47200000
Mozambique,2057,74400000
Myanmar,2057,62300000
Namibia,2057,4290000
Nauru,2057,10500
Nepal,2057,35000000
Netherlands,2057,16900000
New Zealand,2057,5690000
Nicaragua,2057,8750000
Niger,2057,78800000
Nigeria,2057,454000000
North Korea,2057,26200000
North Macedonia,2057,1770000
Norway,2057,6810000
Oman,2057,7200000
Pakistan,2057,359000000
Palau,2057,17100
Palestine,2057,9600000
Panama,2057,6070000
Papua New Guinea,2057,15300000
Paraguay,2057,9330000
Peru,2057,41200000
Philippines,2057,149000000
Poland,2057,31800000
Portugal,2057,8690000
Qatar,2057,3970000
Romania,2057,15500000
Russia,2057,134000000
Rwanda,2057,25300000
Samoa,2057,281000
San Marino,2057,32800
Sao Tome and Principe,2057,442000
Saudi Arabia,2057,45300000
Senegal,2057,37600000
Serbia,2057,6670000
Seychelles,2057,103000
Sierra Leone,2057,14000000
Singapore,2057,6310000
Slovak Republic,2057,4810000
Slovenia,2057,1880000
Solomon Islands,2057,1450000
Somalia,2057,40600000
South Africa,2057,77500000
South Korea,2057,44000000
South Sudan,2057,22100000
Spain,2057,41900000
Sri Lanka,2057,21300000
St. Kitts and Nevis,2057,55000
St. Lucia,2057,176000
St. Vincent and the Grenadines,2057,106000
Sudan,2057,90700000
Suriname,2057,684000
Swaziland,2057,1820000
Sweden,2057,11600000
Switzerland,2057,9960000
Syria,2057,34700000
Tajikistan,2057,17800000
Tanzania,2057,150000000
Thailand,2057,63000000
Timor-Leste,2057,2150000
Togo,2057,17200000
Tonga,2057,139000
Trinidad and Tobago,2057,1300000
Tunisia,2057,13900000
Turkey,2057,97900000
Turkmenistan,2057,8200000
Tuvalu,2057,16900
Uganda,2057,99400000
Ukraine,2057,33300000
United Arab Emirates,2057,10500000
United Kingdom,2057,74800000
United States,2057,388000000
Uruguay,2057,3630000
Uzbekistan,2057,43800000
Vanuatu,2057,620000
Venezuela,2057,37500000
Vietnam,2057,110000000
Yemen,2057,51000000
Zambia,2057,44900000
Zimbabwe,2057,25800000
Afghanistan,2058,69800000
Albania,2058,2240000
Algeria,2058,64300000
Andorra,2058,72800
Angola,2058,93200000
Antigua and Barbuda,2058,111000
Argentina,2058,56400000
Armenia,2058,2720000
Australia,2058,34500000
Austria,2058,9010000
Azerbaijan,2058,10900000
Bahamas,2058,468000
Bahrain,2058,2380000
Bangladesh,2058,192000000
Barbados,2058,267000
Belarus,2058,8400000
Belgium,2058,12200000
Belize,2058,598000
Benin,2058,28100000
Bhutan,2058,904000
Bolivia,2058,16600000
Bosnia and Herzegovina,2058,2490000
Botswana,2058,3730000
Brazil,2058,226000000
Brunei,2058,485000
Bulgaria,2058,5020000
Burkina Faso,2058,50400000
Burundi,2058,29600000
